project_type,client_industry,estimated_timeline_months,team_size,complexity_score,revision_count,developer_experience_level,final_billed_amount
AI/ML Solution,Healthcare,7,14,1,0,5,14972006.76
ERP System,Retail,17,6,4,6,5,22071999.05
DevOps Automation,Healthcare,12,9,4,9,1,23571601.91
IoT System,Retail,18,6,2,10,3,18144231.27
CRM System,Education,14,15,4,1,4,32329430.77
Mobile Application,Startup,15,8,5,9,4,20740035.6
E-commerce Platform,Healthcare,15,8,4,2,1,27444300.87
DevOps Automation,Education,5,10,2,4,4,5648363.2
AI/ML Solution,Retail,16,4,3,7,1,14974078.25
SaaS Product,Healthcare,5,15,1,9,4,11514408.66
Cybersecurity Implementation,Healthcare,2,2,1,7,4,701890.44
Mobile Application,Education,9,3,5,1,5,5255857.02
Web Application,Healthcare,9,13,2,8,1,15483364.7
Data Engineering Pipeline,Startup,4,7,2,5,4,4017083.94
SaaS Product,Startup,15,15,2,8,3,30176518.4
Blockchain Solution,Education,11,11,1,3,1,17319757.81
AI/ML Solution,Retail,1,11,4,2,1,2642099.17
IoT System,Education,18,13,1,4,1,32737851.54
Web Application,Startup,1,14,1,4,5,1233837.5
Cloud Migration,Finance,8,15,1,3,1,20841652.64
E-commerce Platform,Finance,16,10,4,6,5,39260677.96
Legacy System Modernization,Healthcare,18,4,3,7,3,15147399.4
Business Intelligence Dashboard,Healthcare,9,11,5,4,2,21074231.68
CRM System,Finance,12,3,3,8,5,8613432.26
CRM System,Startup,18,12,3,6,4,28951450.27
SaaS Product,Healthcare,5,2,1,6,1,1427514.9
Web Application,Education,2,3,3,7,2,790277.82
Legacy System Modernization,Education,7,4,1,3,5,2349326.49
Legacy System Modernization,Startup,10,8,1,9,4,18244183.39
Data Engineering Pipeline,Healthcare,15,3,5,5,2,14435307.38
Cloud Migration,Education,7,14,2,4,3,12917715.05
Cybersecurity Implementation,Healthcare,5,6,1,0,5,5141553.24
Data Engineering Pipeline,Healthcare,15,3,3,8,5,9087372.41
DevOps Automation,Education,15,8,5,1,3,21994105.78
Blockchain Solution,Finance,10,11,3,5,5,30526245.1
CRM System,Education,14,9,2,7,1,15408243.18
DevOps Automation,Startup,10,9,4,2,5,11264027.42
IoT System,Retail,17,14,2,4,1,31640355.32
Mobile Application,Education,14,9,5,6,5,22226954.46
ERP System,Healthcare,2,11,2,3,4,4757616.4
AI/ML Solution,Healthcare,16,10,2,4,4,34614765.4
E-commerce Platform,Education,13,2,5,0,2,4073447.39
Cloud Migration,Retail,9,13,5,3,4,29150081.05
Data Engineering Pipeline,Education,7,2,3,6,3,2098336.11
CRM System,Retail,16,15,1,9,2,31076459.25
DevOps Automation,Retail,10,15,4,6,4,23354214.77
Business Intelligence Dashboard,Startup,9,15,4,9,1,17154988.27
SaaS Product,Healthcare,7,11,4,9,5,23284455.84
Blockchain Solution,Healthcare,16,3,2,3,4,9231057.63
Blockchain Solution,Retail,9,12,5,5,1,35482145.56
Mobile Application,Healthcare,17,7,5,4,2,31621198.96
AI/ML Solution,Finance,7,15,5,0,5,35003289.52
AI/ML Solution,Retail,11,2,1,7,4,3766231.82
Blockchain Solution,Healthcare,8,6,5,6,2,20364533.18
Blockchain Solution,Finance,7,6,5,4,4,15202790.98
Legacy System Modernization,Startup,12,5,2,9,2,7768584.16
Data Engineering Pipeline,Healthcare,7,12,3,9,4,44287200.98
Legacy System Modernization,Finance,8,6,4,6,1,10225711.6
Cloud Migration,Education,7,13,2,9,3,14280931.96
Cybersecurity Implementation,Education,6,2,2,2,1,1599173.65
IoT System,Finance,9,12,2,7,5,28164973.64
Business Intelligence Dashboard,Retail,13,12,4,4,4,22598330.83
IoT System,Retail,7,7,2,1,3,7836659.67
Data Engineering Pipeline,Healthcare,8,8,3,1,3,13455949.19
DevOps Automation,Education,17,9,5,3,5,51501414.06
ERP System,Retail,17,3,3,6,5,9487799.79
Blockchain Solution,Retail,16,8,5,9,3,31593881.84
Web Application,Education,2,7,5,3,5,1766759.58
Cybersecurity Implementation,Startup,8,10,2,8,5,11547125.75
Cloud Migration,Retail,17,9,2,1,4,40154552.03
Mobile Application,Finance,13,15,4,5,1,44753249.38
Cybersecurity Implementation,Healthcare,18,12,1,3,2,40660927.09
Blockchain Solution,Retail,10,15,3,5,3,34064382.23
CRM System,Retail,2,5,4,9,2,1969282.3
Cloud Migration,Startup,2,15,4,8,3,4741295.78
ERP System,Finance,14,14,3,9,3,62614956.99
CRM System,Healthcare,16,10,3,8,1,37829532.96
Cybersecurity Implementation,Retail,7,2,5,8,3,2874151.01
Web Application,Healthcare,12,12,1,8,3,19863091.94
Web Application,Education,14,7,2,2,1,9749257.13
Legacy System Modernization,Retail,4,9,1,10,5,4519960.0
ERP System,Retail,4,12,1,8,2,7101467.56
AI/ML Solution,Education,18,12,2,2,3,37453150.08
E-commerce Platform,Startup,3,5,1,9,1,1528469.68
Business Intelligence Dashboard,Retail,1,3,4,2,3,470022.88
Blockchain Solution,Healthcare,17,12,4,4,1,53137001.74
Mobile Application,Finance,7,3,2,5,2,3503663.87
Blockchain Solution,Healthcare,16,11,2,8,4,30404613.7
AI/ML Solution,Startup,5,2,3,0,5,1514569.39
IoT System,Finance,7,6,3,7,4,10578353.6
Legacy System Modernization,Healthcare,14,14,1,3,1,19530268.45
Legacy System Modernization,Healthcare,2,7,1,9,3,2598469.88
IoT System,Education,3,5,2,6,5,2258974.45
SaaS Product,Startup,17,5,1,5,2,6611249.44
IoT System,Education,16,6,5,5,5,23387872.36
Web Application,Finance,8,15,4,6,3,24835097.21
Web Application,Education,18,6,1,3,4,10945007.58
DevOps Automation,Startup,15,15,1,5,1,16031319.51
CRM System,Retail,7,15,3,2,4,17974047.72
Cybersecurity Implementation,Retail,9,15,5,4,5,36881902.13
Mobile Application,Finance,6,15,1,1,3,11403361.73
ERP System,Retail,18,10,4,2,1,38356569.54
Cybersecurity Implementation,Education,18,9,1,8,3,22179629.0
Blockchain Solution,Finance,14,10,2,5,3,33643687.12
DevOps Automation,Startup,14,14,5,2,5,30063615.74
Web Application,Finance,14,15,1,1,4,24027341.46
Legacy System Modernization,Finance,4,4,5,4,3,4847523.04
ERP System,Healthcare,4,15,1,9,3,11888778.02
Web Application,Healthcare,15,4,4,4,3,10287870.72
E-commerce Platform,Finance,15,2,4,0,1,4758821.68
Mobile Application,Retail,18,15,5,2,3,29811099.12
CRM System,Healthcare,14,11,3,6,3,22016040.45
SaaS Product,Startup,1,14,3,8,5,2065854.91
Cybersecurity Implementation,Education,10,7,2,4,3,12176826.77
Cybersecurity Implementation,Healthcare,10,5,3,3,3,9231138.01
IoT System,Finance,10,12,5,2,5,36483428.35
AI/ML Solution,Retail,2,15,3,9,1,7525962.02
IoT System,Education,8,9,2,8,4,11523908.0
E-commerce Platform,Healthcare,1,3,1,6,5,400345.85
ERP System,Retail,1,12,3,6,1,5080191.3
Business Intelligence Dashboard,Retail,4,3,5,7,4,2618409.07
IoT System,Retail,7,8,5,9,3,13920599.98
SaaS Product,Finance,9,14,2,0,5,21820911.17
DevOps Automation,Startup,16,6,2,10,3,13513833.39
IoT System,Retail,5,14,4,3,5,15127099.21
IoT System,Education,2,2,4,4,4,740923.79
Business Intelligence Dashboard,Healthcare,11,8,4,4,1,13032634.22
AI/ML Solution,Education,18,8,1,0,5,18958276.29
Mobile Application,Finance,13,11,5,2,1,76937174.35
DevOps Automation,Finance,11,7,4,1,3,19254578.03
IoT System,Education,17,5,5,6,3,20766632.21
E-commerce Platform,Startup,5,13,2,4,4,7438013.45
Legacy System Modernization,Finance,13,14,1,2,4,29773691.59
CRM System,Finance,1,9,2,10,2,1930283.8
SaaS Product,Education,10,13,5,7,2,72258476.78
Business Intelligence Dashboard,Finance,8,12,4,0,4,20745181.29
CRM System,Startup,8,3,2,0,3,2161349.74
Business Intelligence Dashboard,Startup,6,3,3,5,1,2034677.86
E-commerce Platform,Startup,12,3,1,0,4,8321414.11
CRM System,Healthcare,7,4,5,3,1,7431485.94
Business Intelligence Dashboard,Startup,16,7,4,5,2,11475556.12
Blockchain Solution,Startup,9,2,2,0,1,2849695.99
CRM System,Healthcare,10,12,1,8,4,18021589.12
AI/ML Solution,Retail,10,3,4,3,3,6465460.98
Cloud Migration,Finance,10,11,2,8,4,15582943.31
DevOps Automation,Startup,16,3,5,8,5,8749808.5
ERP System,Finance,1,15,3,5,5,4009584.02
Mobile Application,Education,17,13,3,6,5,22603731.7
Blockchain Solution,Finance,14,2,5,0,3,11899693.1
Data Engineering Pipeline,Healthcare,17,4,1,4,4,11588525.54
Web Application,Finance,14,11,5,2,5,30607117.81
E-commerce Platform,Finance,8,8,2,9,4,11404401.05
E-commerce Platform,Finance,9,14,1,9,2,19777890.26
IoT System,Retail,8,2,3,5,5,3082886.04
Legacy System Modernization,Retail,13,8,2,3,5,17911383.38
SaaS Product,Education,17,6,4,8,3,19734556.64
ERP System,Healthcare,7,10,4,6,4,49892614.77
Web Application,Finance,17,3,4,3,3,16018890.73
E-commerce Platform,Finance,1,2,3,10,3,397093.49
DevOps Automation,Finance,5,10,5,5,4,13092163.61
ERP System,Finance,6,9,1,1,2,9191557.01
CRM System,Retail,2,11,3,2,4,3361116.2
CRM System,Education,16,7,2,10,2,16726129.81
Data Engineering Pipeline,Startup,5,6,2,6,3,3638415.36
Web Application,Healthcare,5,9,4,10,2,9789245.82
E-commerce Platform,Finance,12,9,1,3,2,18211465.47
Mobile Application,Education,3,15,4,9,2,6824611.13
E-commerce Platform,Startup,16,6,2,6,5,11664054.3
DevOps Automation,Education,6,13,2,8,5,8048895.18
CRM System,Retail,15,8,5,4,3,20393747.01
IoT System,Startup,15,14,5,0,4,44223777.29
Cloud Migration,Education,16,14,5,4,2,46713343.71
AI/ML Solution,Retail,13,2,4,5,5,7371399.22
AI/ML Solution,Education,12,5,1,10,4,9130425.46
Business Intelligence Dashboard,Education,10,3,5,1,2,9685228.76
Mobile Application,Startup,14,11,3,7,4,21124462.02
E-commerce Platform,Retail,2,4,5,1,1,1652768.62
AI/ML Solution,Finance,3,13,4,8,2,15047037.92
Business Intelligence Dashboard,Healthcare,9,2,1,1,4,2129281.86
Web Application,Startup,11,12,5,2,2,18439902.87
CRM System,Retail,11,12,1,7,2,15707592.41
SaaS Product,Education,10,3,3,10,1,4326479.85
Legacy System Modernization,Retail,14,14,2,5,4,30470208.94
Blockchain Solution,Healthcare,9,2,1,0,3,3270631.48
CRM System,Healthcare,10,9,5,3,5,22512691.02
Blockchain Solution,Finance,9,5,4,4,2,12807221.37
IoT System,Finance,5,4,4,10,2,6598409.56
Cloud Migration,Healthcare,8,2,4,2,2,3938830.89
ERP System,Startup,11,3,4,0,2,5087539.2
AI/ML Solution,Startup,1,4,1,2,5,446922.46
Web Application,Education,10,4,4,8,3,5994553.75
Blockchain Solution,Finance,1,7,2,1,1,1259256.42
Legacy System Modernization,Education,7,11,3,0,3,11067266.0
Cybersecurity Implementation,Finance,14,9,1,6,5,19937488.65
E-commerce Platform,Healthcare,5,7,1,6,4,4620255.07
AI/ML Solution,Startup,17,3,4,4,1,7676773.66
E-commerce Platform,Startup,6,3,4,1,1,2519501.04
Legacy System Modernization,Healthcare,16,15,1,0,4,30842210.24
Mobile Application,Education,11,8,4,4,2,10889356.95
IoT System,Education,10,2,4,9,5,5147755.02
ERP System,Retail,15,2,4,3,4,6565103.27
AI/ML Solution,Finance,7,8,4,8,3,18518750.06
E-commerce Platform,Education,2,10,4,4,3,3042274.35
Web Application,Healthcare,12,6,5,10,4,14446792.33
AI/ML Solution,Education,12,12,5,9,5,38030972.27
Blockchain Solution,Startup,16,2,5,1,1,6861398.04
Mobile Application,Finance,6,6,1,3,1,4716671.53
Cybersecurity Implementation,Retail,3,12,3,8,2,7446775.07
DevOps Automation,Finance,2,2,1,7,5,665262.3
Data Engineering Pipeline,Startup,5,11,5,2,3,11194303.3
Cybersecurity Implementation,Startup,11,13,1,7,3,16825212.75
Business Intelligence Dashboard,Startup,3,10,3,1,2,3340436.4
AI/ML Solution,Startup,3,5,4,2,3,2697823.62
CRM System,Healthcare,5,10,2,4,2,9581010.7
Cloud Migration,Retail,11,3,5,10,2,6535086.43
CRM System,Startup,3,8,5,9,4,5619718.29
Cybersecurity Implementation,Startup,13,13,3,9,1,21162268.63
Blockchain Solution,Education,8,14,4,7,5,27676248.21
CRM System,Retail,10,3,4,0,5,5588905.96
Web Application,Finance,2,13,2,3,1,3321496.08
CRM System,Retail,4,5,4,0,5,9010553.73
ERP System,Retail,18,7,3,0,3,21669914.58
DevOps Automation,Retail,4,15,4,4,3,22505319.54
AI/ML Solution,Startup,9,3,3,5,5,4613020.6
Legacy System Modernization,Startup,16,3,5,0,4,8804768.03
IoT System,Healthcare,6,3,5,10,5,6618201.83
CRM System,Finance,4,4,5,5,2,4991836.73
Mobile Application,Education,9,6,1,4,2,5562152.01
IoT System,Retail,13,10,5,3,1,35913404.72
DevOps Automation,Finance,9,7,3,9,3,10788631.47
E-commerce Platform,Finance,6,13,2,4,4,11791204.93
Legacy System Modernization,Healthcare,14,15,4,7,5,46959500.0
Blockchain Solution,Education,15,10,5,8,2,47215363.97
DevOps Automation,Retail,3,11,1,10,3,4065481.9
CRM System,Education,5,15,1,1,3,7479740.19
DevOps Automation,Healthcare,18,14,3,5,4,50563237.89
IoT System,Startup,14,6,2,2,4,11192931.11
Cloud Migration,Finance,16,12,5,1,4,57930174.6
Blockchain Solution,Retail,14,7,5,0,4,21263723.26
CRM System,Startup,9,11,1,3,2,8576891.34
Web Application,Healthcare,15,13,3,7,4,20069653.88
Cybersecurity Implementation,Education,7,9,1,2,3,9043790.66
ERP System,Finance,14,4,1,4,3,9664068.47
Data Engineering Pipeline,Retail,6,3,2,9,5,2565249.39
SaaS Product,Startup,15,4,3,4,3,8214432.17
Business Intelligence Dashboard,Startup,8,15,2,4,3,11769026.51
Blockchain Solution,Finance,2,10,3,10,2,6060323.8
DevOps Automation,Education,8,7,5,8,3,10968662.65
Web Application,Healthcare,1,11,4,7,1,1807276.13
AI/ML Solution,Education,17,13,4,7,3,115065474.77
AI/ML Solution,Education,5,5,3,0,5,3523676.34
Business Intelligence Dashboard,Education,16,11,4,0,5,23284289.07
Blockchain Solution,Finance,7,4,1,1,4,5962525.65
Blockchain Solution,Finance,7,14,5,7,2,43685599.44
ERP System,Healthcare,18,3,5,9,5,14780249.24
DevOps Automation,Education,18,15,4,0,1,34648683.25
Legacy System Modernization,Finance,2,5,3,3,1,2061278.54
Cloud Migration,Healthcare,15,10,1,8,4,25362522.76
Business Intelligence Dashboard,Healthcare,14,5,3,1,2,9636603.87
ERP System,Education,18,14,4,2,2,49229194.13
DevOps Automation,Retail,9,13,5,10,3,24667915.13
IoT System,Education,14,6,5,5,1,20255236.71
Web Application,Retail,5,9,3,10,1,6108961.51
SaaS Product,Healthcare,11,3,2,9,1,6224094.64
Cybersecurity Implementation,Finance,8,13,3,2,1,22265495.46
Cloud Migration,Startup,5,12,2,3,5,7125482.51
Legacy System Modernization,Healthcare,11,15,3,8,2,31469606.69
IoT System,Finance,5,4,2,8,3,5277249.75
IoT System,Healthcare,17,7,2,9,5,30777869.75
Data Engineering Pipeline,Education,4,13,2,4,2,17317614.63
AI/ML Solution,Retail,15,8,2,6,4,16891272.59
Mobile Application,Healthcare,2,5,1,8,1,1437877.37
Web Application,Finance,17,15,2,7,3,35912913.04
AI/ML Solution,Education,12,2,2,10,2,3442644.69
CRM System,Startup,17,8,5,6,4,29180841.9
SaaS Product,Education,10,13,1,7,1,12026251.77
IoT System,Retail,18,10,2,4,4,29402707.69
Mobile Application,Education,18,2,4,4,4,4717561.99
Blockchain Solution,Startup,13,15,1,4,5,24923595.44
AI/ML Solution,Finance,14,2,5,0,4,6344921.53
Legacy System Modernization,Healthcare,16,2,3,5,5,6469933.95
Legacy System Modernization,Retail,18,11,5,4,5,45939241.42
Legacy System Modernization,Startup,18,8,5,7,4,28556992.23
ERP System,Retail,16,12,1,7,2,29616453.45
Cloud Migration,Education,17,10,1,1,4,14679622.27
E-commerce Platform,Retail,7,4,4,10,4,5347791.27
AI/ML Solution,Startup,12,9,4,5,2,21787358.7
Legacy System Modernization,Healthcare,2,10,1,10,1,3491336.36
Data Engineering Pipeline,Healthcare,10,4,1,9,3,8241273.2
Cybersecurity Implementation,Retail,5,13,1,9,1,10023470.77
ERP System,Finance,3,13,3,5,4,10437293.48
E-commerce Platform,Retail,13,4,5,2,1,6936591.12
Web Application,Education,12,2,4,0,3,3048832.13
Web Application,Healthcare,3,3,4,6,1,4055698.31
Web Application,Healthcare,6,8,2,9,3,6774655.48
Web Application,Healthcare,14,4,3,4,1,7547121.8
Cybersecurity Implementation,Finance,4,8,1,9,5,6490384.34
AI/ML Solution,Finance,13,6,1,4,4,32326239.47
Legacy System Modernization,Startup,18,11,3,10,3,30642638.61
DevOps Automation,Retail,3,9,4,7,4,4637193.95
AI/ML Solution,Retail,6,6,1,4,5,5867582.64
IoT System,Education,16,4,2,4,1,8046918.22
CRM System,Healthcare,3,10,4,0,4,6009309.07
E-commerce Platform,Finance,12,8,5,1,1,23442206.18
Legacy System Modernization,Education,4,6,3,4,1,3600976.38
SaaS Product,Education,1,8,4,6,4,1192728.62
E-commerce Platform,Finance,2,12,5,2,3,6291917.16
Legacy System Modernization,Retail,13,11,2,0,3,18127454.23
Cloud Migration,Healthcare,13,10,3,10,4,32948775.21
Mobile Application,Retail,2,6,1,1,3,1190804.45
DevOps Automation,Education,16,8,1,2,2,11559707.34
E-commerce Platform,Healthcare,12,12,5,8,1,31282638.68
DevOps Automation,Startup,1,10,4,7,4,1363579.25
IoT System,Education,9,2,2,3,5,2299489.82
AI/ML Solution,Retail,17,5,5,7,4,21590581.69
DevOps Automation,Retail,10,2,2,8,4,2610380.18
Business Intelligence Dashboard,Retail,18,9,2,2,1,20288703.99
Business Intelligence Dashboard,Finance,7,4,2,5,5,4082033.57
SaaS Product,Education,15,3,3,7,1,6083734.9
CRM System,Healthcare,9,15,5,9,3,39330010.04
Blockchain Solution,Retail,10,5,3,6,4,10587670.29
Mobile Application,Retail,4,12,4,8,1,7805619.52
Data Engineering Pipeline,Finance,6,4,4,6,2,6326978.71
Cybersecurity Implementation,Healthcare,4,12,1,0,4,7866689.58
AI/ML Solution,Education,5,6,1,8,3,4550395.59
Cybersecurity Implementation,Startup,9,14,1,4,1,29784966.34
SaaS Product,Finance,12,9,4,5,1,32937829.37
Data Engineering Pipeline,Education,8,11,2,1,2,11349453.35
SaaS Product,Startup,5,9,2,1,3,5841848.48
Legacy System Modernization,Retail,11,12,5,3,2,29571634.73
AI/ML Solution,Retail,11,8,4,3,4,17217934.89
AI/ML Solution,Healthcare,13,9,1,4,5,13662719.37
Mobile Application,Startup,14,14,4,6,1,28856357.19
Cybersecurity Implementation,Retail,8,14,2,10,2,18540370.06
Business Intelligence Dashboard,Retail,18,6,2,0,1,11905755.77
Web Application,Healthcare,12,11,3,9,1,15983810.13
Cybersecurity Implementation,Education,12,11,3,3,2,24757662.47
Cloud Migration,Retail,18,12,5,8,1,55149261.65
SaaS Product,Finance,10,13,4,7,3,32191544.65
Cloud Migration,Finance,7,12,3,2,3,18576079.64
AI/ML Solution,Education,18,14,3,5,5,51313720.88
Web Application,Startup,12,7,4,10,3,9939226.46
ERP System,Healthcare,14,9,2,8,2,23828181.56
Data Engineering Pipeline,Finance,15,14,5,7,3,77680722.85
CRM System,Finance,16,2,5,6,5,9078679.25
Web Application,Education,2,7,5,6,4,1874077.64
Legacy System Modernization,Startup,18,7,3,0,4,13882469.34
CRM System,Startup,12,12,2,4,2,17112171.44
E-commerce Platform,Education,16,14,5,6,5,45029103.13
Cybersecurity Implementation,Finance,13,6,4,1,3,16665005.58
Cybersecurity Implementation,Healthcare,17,5,5,5,5,25224995.06
CRM System,Finance,18,2,1,1,1,6213424.89
Blockchain Solution,Startup,3,12,2,2,5,5630325.73
Data Engineering Pipeline,Finance,10,11,1,0,3,19279473.72
Legacy System Modernization,Healthcare,1,12,2,2,2,1858818.71
Web Application,Retail,6,9,4,6,1,7463579.18
ERP System,Finance,3,7,3,4,5,5456555.08
AI/ML Solution,Education,4,4,3,3,4,2976268.83
Mobile Application,Retail,3,13,2,7,3,3323828.24
Legacy System Modernization,Education,8,4,5,7,2,8001966.69
Cybersecurity Implementation,Education,8,13,1,0,3,12268376.0
Cloud Migration,Education,7,7,4,8,5,10424955.2
Data Engineering Pipeline,Finance,2,13,5,8,2,17671492.48
Mobile Application,Startup,6,8,3,1,4,3847002.79
SaaS Product,Retail,16,9,5,1,1,28349928.78
SaaS Product,Healthcare,10,6,1,7,5,8141263.66
ERP System,Startup,4,11,3,10,2,17170807.54
SaaS Product,Finance,13,7,2,5,1,20282901.07
Legacy System Modernization,Education,10,13,4,2,2,19471970.12
DevOps Automation,Healthcare,14,2,4,1,5,4693074.87
IoT System,Retail,9,7,3,4,2,12017176.32
AI/ML Solution,Startup,11,10,2,7,4,15900996.39
Cybersecurity Implementation,Startup,18,11,1,5,2,22513056.89
AI/ML Solution,Healthcare,11,5,4,2,5,13911435.47
SaaS Product,Finance,17,15,3,8,2,64061850.3
Blockchain Solution,Retail,2,15,4,7,1,7647893.92
E-commerce Platform,Healthcare,3,11,2,9,1,6635479.59
E-commerce Platform,Education,11,14,1,5,3,12934213.87
Mobile Application,Retail,18,2,2,0,3,3465389.09
E-commerce Platform,Startup,3,15,5,1,4,7445263.46
E-commerce Platform,Healthcare,15,12,2,3,1,22909052.64
AI/ML Solution,Startup,11,10,2,1,3,13745218.25
IoT System,Startup,11,5,4,2,2,11438987.93
DevOps Automation,Startup,11,3,2,7,4,2717172.76
Mobile Application,Finance,1,2,3,8,5,424762.05
Cybersecurity Implementation,Startup,5,4,4,5,3,2953936.06
Web Application,Education,10,8,4,3,3,10857886.73
Cloud Migration,Education,10,12,5,10,1,27848073.66
Mobile Application,Retail,14,11,3,1,4,20279565.36
Business Intelligence Dashboard,Startup,2,3,2,6,1,1072888.23
Blockchain Solution,Startup,4,10,5,9,1,9832904.12
DevOps Automation,Healthcare,2,13,3,10,4,4275183.09
Blockchain Solution,Finance,18,14,5,6,2,68784664.1
Mobile Application,Retail,13,12,1,9,3,17861448.78
Mobile Application,Startup,5,3,2,8,1,1662451.29
Business Intelligence Dashboard,Healthcare,2,6,5,4,3,2710352.12
E-commerce Platform,Finance,11,9,1,9,4,15152069.18
Cybersecurity Implementation,Retail,18,14,2,3,2,38577311.8
Legacy System Modernization,Retail,6,14,5,9,5,22574713.14
Legacy System Modernization,Startup,10,13,5,5,2,26277454.0
Blockchain Solution,Retail,17,11,5,1,4,55116061.11
Mobile Application,Healthcare,11,9,5,1,2,57215854.93
Cloud Migration,Retail,17,4,4,8,5,14586203.87
AI/ML Solution,Education,4,3,5,6,1,3151042.84
Cybersecurity Implementation,Healthcare,14,10,4,6,2,31638676.06
Cloud Migration,Finance,4,4,4,4,4,3958286.91
SaaS Product,Finance,14,9,1,6,2,24920767.5
Cybersecurity Implementation,Startup,4,3,2,8,5,1409225.78
SaaS Product,Startup,6,4,4,9,4,3728427.77
Cloud Migration,Education,9,2,3,4,2,2804115.41
IoT System,Finance,12,15,4,8,4,51412435.84
DevOps Automation,Finance,8,12,3,0,5,17813562.91
